r002,r003,r004,r005,r006,label
24500119,21875756,604,31,18076,benigne
23770949,21966763,610,28,18538,benigne
15929947,21939288,601,30,18433,benigne
22959005,21964338,705,28,18520,benigne
36395406,19754574,647,27,21788,benigne
27401493,21939808,623,30,23229,benigne
23674628,21936811,602,30,24491,benigne
23676242,21911658,623,31,22309,benigne
23924680,22029132,634,29,18208,benigne
24461660,21952500,595,32,18016,benigne
24456041,21884587,595,27,18055,benigne
23045832,21960305,574,29,18369,benigne
26981564,21943837,565,29,18515,benigne
34646435,21971766,581,31,18523,benigne
32949285,14972143,737,28,21580,benigne
23664506,17938450,614,28,23200,benigne
23644376,21942849,1215,31,24439,benigne
23671871,20311051,654,29,22533,benigne
24314754,22006700,634,30,17980,benigne
24283704,15931709,612,28,17910,benigne
24430044,21880697,600,27,17987,benigne
19489605,21970188,596,29,18494,benigne
15968098,21941847,818,32,18568,benigne
33618945,21970634,796,29,18529,benigne
49615657,21822516,626,28,21421,benigne
31663282,17968536,606,32,23251,benigne
23490697,21943638,623,32,24428,benigne
24335755,28364347,629,26,22759,benigne
24422348,24809421,595,33,17853,benigne
24478742,21831001,672,30,18019,benigne
19826755,21959434,663,27,18034,benigne
16007752,15000354,662,31,18479,benigne
32845717,21940626,1191,29,17773,benigne
34126324,21936879,764,28,32172,benigne
23535684,17921388,659,29,23045,benigne
23526463,21937985,641,31,23588,benigne
23678532,21709455,627,32,37732,benigne
24277325,15026896,621,28,18001,benigne
24469478,43889668,590,32,18064,benigne
24426539,16638127,642,29,18037,benigne
20320989,19466598,621,29,31161,benigne
16000420,21944900,597,31,18481,benigne
31725501,21956117,617,27,20842,benigne
34643846,14864038,735,28,39463,benigne
23639548,21950935,672,27,24318,benigne
23669143,18093714,622,31,19374,benigne
23628719,15027937,1126,32,18086,benigne
24287988,22027709,698,28,18061,benigne
24469967,21964386,592,31,18290,benigne
24468303,14996600,602,28,18635,benigne
20694423,21969665,585,28,18447,benigne
15917616,21953526,569,30,19342,benigne
30702300,14868191,580,29,23270,benigne
35481249,10883888,592,28,23744,benigne
23676624,21944242,758,29,24319,benigne
23662990,33460390,626,32,19324,benigne
23627728,14999081,581,30,18082,benigne
24262584,14998574,582,33,18040,benigne
24455839,21861931,569,27,18177,benigne
24450558,21966685,584,28,31139,benigne
21000696,21970407,558,28,18548,benigne
15995982,21940221,569,32,22371,benigne
29677189,21942803,659,27,23348,benigne
36064553,21955405,638,29,24420,benigne
23656577,21947783,807,30,21623,benigne
23666881,19577594,641,27,18153,benigne
31654294,22028550,618,31,18000,benigne
40875820,29288203,617,27,18129,benigne
24347104,34090314,615,32,18559,benigne
21510037,21932914,619,29,18565,benigne
16015605,21942761,628,27,18576,benigne
28991194,21932332,610,31,22130,benigne
36286383,21937871,626,29,23253,benigne
23980252,21937962,625,27,24443,benigne
23673177,20204957,733,32,21686,benigne
23552830,22025281,654,26,18022,benigne
24132207,21969943,613,31,18106,benigne
24483437,21582815,626,28,18107,benigne
24474220,21970036,600,32,18566,benigne
21766720,21977384,613,29,18563,benigne
16027761,14992799,569,27,18532,benigne
28125395,21918985,585,31,22027,benigne
36211118,21929232,585,29,23281,benigne
24473086,21945528,581,27,24277,benigne
39532075,21016561,596,34,21913,benigne
32057141,22026445,745,30,17983,benigne
24419238,21990750,624,28,18051,benigne
23608893,21582364,596,31,18107,benigne
22441073,21965949,575,30,24808,benigne
15985195,21969392,598,29,31187,benigne
26378055,19491203,1187,30,21774,benigne
33984625,15718309,620,29,23206,benigne
26192875,21950291,625,28,24465,benigne
23642080,21879381,598,33,22084,benigne
23631757,21739651,724,30,17996,benigne
24042925,22024004,745,34,18097,benigne
24619675,21845592,669,29,18021,benigne
24500972,19683213,653,32,18520,benigne
23304775,14997952,595,30,18518,benigne
15984677,21967233,601,31,18573,benigne
24027862,19465044,580,30,21810,benigne
36400396,7802045,615,32,23241,benigne
26866620,7799200,592,30,24479,benigne
23641848,7800454,597,33,22374,benigne
23667300,16870709,1044,32,17978,benigne
23927658,14940097,681,30,17999,benigne
24457622,21861977,1166,33,18136,benigne
24535205,21727470,613,30,18466,benigne
23679046,21977160,614,32,18595,benigne
15982604,21947289,610,32,18615,benigne
23108670,14998101,597,34,21617,benigne
36338946,21936762,607,31,22289,benigne
27496157,21924090,594,30,40781,benigne
23684009,21926833,602,31,18409,benigne
23685204,18083928,731,35,18136,benigne
23940818,22029647,673,30,18063,benigne
24290387,21887554,605,31,18283,benigne
41046118,21721684,582,29,18536,benigne
18484915,21967122,596,33,18554,benigne
15981000,29629242,597,33,19739,benigne
36119341,21908139,742,31,23131,benigne
32040446,21937064,613,33,23833,benigne
23710464,21927441,1129,33,24323,benigne
23691568,19383078,618,31,18725,benigne
23558229,22022780,807,31,18098,benigne
24409763,22024665,674,30,18092,benigne
24616804,21965123,626,30,18343,benigne
24620348,19387874,1229,29,18528,benigne
18760739,36635395,1326,34,18528,benigne
16002902,21920880,678,28,19618,benigne
35513926,15665582,618,29,23189,benigne
32408970,21924351,594,29,23721,benigne
23553321,21944353,588,35,37543,benigne
23687180,20137902,726,35,18083,benigne
23644483,21992589,691,31,18101,benigne
24517749,21967636,582,28,18238,benigne
24628549,21578828,582,39,18574,benigne
24580642,21967697,587,41,18580,benigne
19042103,21963353,590,39,18537,benigne
15987422,21959380,597,36,22571,benigne
34909252,21929599,591,31,23349,benigne
32689034,21927561,589,28,24425,benigne
23635449,21929051,595,31,21076,benigne
23610317,20917707,618,35,18078,benigne
23654110,31904025,751,34,18139,benigne
24545096,21307451,651,29,18103,benigne
24623236,21964604,632,29,18579,benigne
24528185,21963422,609,29,18436,benigne
19313312,21964128,610,33,18556,benigne
15892324,29637296,606,34,22438,benigne
34114342,25224102,618,39,23355,benigne
33199721,17519617,621,29,24401,benigne
39612108,22021566,608,28,21331,benigne
23639424,15010397,641,34,18043,benigne
24047514,21965386,795,29,18038,benigne
24414334,15482213,651,28,18060,benigne
24508376,21966657,617,28,18501,benigne
22439339,21966096,618,32,18525,benigne
15980996,21932111,584,35,18562,benigne
26136910,21931619,628,31,22264,benigne
36352978,21929901,696,34,23331,benigne
25600116,17356033,598,30,24456,benigne
23552590,22022143,689,29,21584,benigne
23648776,22024694,619,30,18041,benigne
23986779,21970023,733,32,17946,benigne
24337937,16422643,670,28,18076,benigne
24381836,21967717,607,38,18623,benigne
23074609,21966000,629,29,18580,benigne
15995935,21933109,604,31,33034,benigne
24903485,21934883,630,30,31225,benigne
36395231,21938021,600,32,24320,benigne
26371703,31936610,616,31,21671,benigne
23663202,21973366,606,30,17938,benigne
22491418,21963483,645,33,30275,benigne
23759136,36391819,614,34,18370,benigne
24493251,22252049,757,32,18627,benigne
24481047,21906007,633,43,18586,benigne
23935082,17936051,636,37,20405,benigne
15959935,17939069,603,31,23268,benigne
22978910,14867529,1204,31,23980,benigne
36448565,18674387,636,28,24073,benigne
27501562,22024531,595,37,18025,benigne
23566038,21966910,655,37,30324,benigne
23718899,21939627,858,38,18212,benigne
23903657,21963143,798,33,18589,benigne
24506614,14998010,633,41,18631,benigne
24477669,21961523,589,39,18837,benigne
24261829,21933856,570,29,23021,benigne
15973862,21936662,632,39,23608,benigne
22044610,33942891,597,33,24378,benigne
36231464,29339593,601,38,20106,benigne
44114056,21915671,571,29,17166,benigne
23594722,21568289,628,30,18090,benigne
23675873,19452989,687,27,18198,benigne
24393046,21968589,585,38,18550,benigne
24495865,14992079,1376,30,18498,benigne
24503132,21949807,660,36,18550,benigne
19008175,21947623,610,29,22941,benigne
15913907,21932735,620,29,23436,benigne
35010644,21142535,593,29,24375,benigne
32733303,22026592,614,30,20597,benigne
23623935,22003199,586,28,18029,benigne
23710044,21887869,636,26,18052,benigne
23708149,21965351,605,31,18059,benigne
24411134,21968014,697,35,31046,benigne
24491201,21966231,650,28,18525,benigne
24319826,15973431,585,31,21230,benigne
30117103,21935517,609,29,23217,benigne
27089557,21947003,777,29,24362,benigne
36318902,21923278,1532,29,23062,benigne
25001022,22022675,647,29,18106,benigne
23673938,20667704,596,27,17980,benigne
23650995,15700285,607,37,30566,benigne
24060512,21966564,609,33,18527,benigne
24334304,21965814,742,32,18658,benigne
24473948,36590730,600,32,19635,benigne
22571401,21886178,568,28,23169,benigne
16022154,21933855,573,29,23931,benigne
26236549,21947509,591,39,24360,benigne
36370137,17069792,557,35,18729,benigne
25590143,22021752,581,34,17958,benigne
23677646,21966978,576,35,17984,benigne
23540939,21894947,582,31,18234,benigne
23988637,21967099,578,30,18540,benigne
24390788,21970679,661,32,18565,benigne
24459512,14040555,677,29,19461,benigne
22979319,17948946,583,28,23170,benigne
15996794,21949351,656,37,23642,benigne
25228807,18282217,599,28,37882,benigne
54812507,17083238,604,29,18062,benigne
31500787,29506554,603,35,18068,benigne
31540067,21891593,616,33,18119,benigne
40798337,21970898,635,34,18575,benigne
24368163,21965046,604,29,18501,benigne
23284647,14613652,622,34,18619,benigne
16008282,21946276,760,27,22291,benigne
24547248,21934789,646,37,23198,benigne
36172915,21932327,609,30,24446,benigne
26612731,17948533,625,28,21429,benigne
23662259,22001162,608,31,18041,benigne
23632553,21962687,606,28,18095,benigne
23937626,21942216,621,33,18128,benigne
24541688,21967388,644,41,18585,benigne
24527428,21965545,602,34,18478,benigne
23655006,21937054,628,28,18558,benigne
15918237,17937020,751,31,22221,benigne
23534493,21933812,636,28,23396,benigne
36419535,21940049,618,27,24387,benigne
27171865,19951923,619,31,21693,benigne
23660748,22011540,619,31,18124,benigne
23643843,21962103,621,27,18097,benigne
23189198,21946541,630,31,18103,benigne
24586799,21962794,626,27,18529,benigne
23263050,21975975,616,28,18545,benigne
24271609,21141181,617,28,18562,benigne
16227603,21931699,741,31,22164,benigne
20333143,21949191,656,29,23346,benigne
36204004,21947742,598,31,24469,benigne
28993496,20817196,612,33,21803,benigne
23659411,14926454,677,32,18079,benigne
23746855,21942233,651,30,17995,benigne
23791446,21941850,666,31,18094,benigne
24328140,21963308,620,29,18549,benigne
41004299,21967605,661,28,19464,benigne
24643618,21962742,597,27,18585,benigne
43560844,15481314,1078,31,21829,benigne
34102150,21937427,1380,28,23195,benigne
23662141,21946539,628,30,24535,benigne
23697136,21322922,625,31,29012,benigne
23535834,14940913,600,29,30288,benigne
24255876,35958197,641,30,17985,benigne
32658453,21979720,650,30,17743,benigne
36700543,22229840,601,28,31047,benigne
15914699,14993347,615,28,19800,benigne
31964596,21922550,634,30,23115,benigne
34686704,21938024,750,26,23853,benigne
23534337,21940554,597,29,24357,benigne
39646900,21927982,629,32,18597,benigne
23983199,22019837,614,27,18018,benigne
24499543,21987703,615,29,18053,benigne
24329904,21887939,625,29,18330,benigne
23438011,21957236,640,31,19035,benigne
16004035,21686740,647,28,18567,benigne
23873077,21802025,592,32,19492,benigne
36154029,20157072,627,31,23083,benigne
26981337,21950244,720,28,23689,benigne
23675968,21964691,648,28,24363,benigne
23659160,21948076,637,32,19140,benigne
23908599,31715384,598,26,18047,benigne
24519675,21893675,596,29,18085,benigne
24500783,18900076,1083,28,18241,benigne
23927295,21960229,709,31,18582,benigne
15878057,21964343,683,28,18434,benigne
47785512,21954902,1286,26,19304,benigne
31473234,17958527,639,33,23148,benigne
23677277,17958329,742,27,23827,benigne
23685981,18785671,3376,28,24351,benigne
23639073,21999530,1714,31,19396,benigne
24481962,17109191,1306,29,18082,benigne
24434418,21950533,697,31,18089,benigne
24394812,19921720,657,28,18179,benigne
18545502,21967500,652,31,31153,benigne
16009458,21967033,713,28,18513,benigne
36142891,19444317,605,28,22256,benigne
32075552,32575122,763,30,23417,benigne
23692856,21917565,712,27,24473,benigne
23666655,12868392,642,27,21557,benigne
23748108,17112259,608,31,17953,benigne
24295262,21964908,600,29,18000,benigne
24385531,21811482,638,30,18068,benigne
24460545,21945766,604,29,18569,benigne
29624679,21961471,601,30,18573,benigne
40641397,21978897,603,28,18534,benigne
32449115,21936561,631,28,22044,benigne
23695374,21964260,587,29,23202,benigne
23673029,21973112,769,29,24473,benigne
23566698,21974822,706,28,21750,benigne
24359866,17161607,632,27,30281,benigne
24508305,21445957,612,31,17888,benigne
24465380,21783390,658,30,18414,benigne
19212999,34089308,655,28,18552,benigne
16042030,21909886,628,30,18515,benigne
34456434,14985470,1489,30,20405,benigne
33145065,17966290,859,28,23200,benigne
23552722,21968285,686,31,24011,benigne
23687642,21960616,843,27,24239,benigne
23703189,17136101,658,28,18144,benigne
24370927,16996883,3366,31,18106,benigne
24506413,21965594,1527,27,18075,benigne
24493046,16203601,650,30,24526,benigne
19534215,14992625,625,31,31178,benigne
15305192,21964350,602,27,20173,benigne
56667317,19470264,611,28,23186,benigne
25787715,36612171,3668,28,24001,benigne
23689551,29256372,1732,33,24287,benigne
23652027,22005090,697,31,18037,benigne
23994861,16996479,643,27,18046,benigne
24510340,21959611,672,32,17983,benigne
24432919,21936910,663,31,18347,benigne
23171371,21957341,606,31,18593,benigne
15961503,21961054,624,31,18435,benigne
24613937,19479690,634,29,19995,benigne
36399538,21963538,620,28,23119,benigne
26511440,21965568,635,28,23986,benigne
23665332,21957598,814,32,24361,benigne
23664588,17183937,910,27,18281,benigne
23976618,21928298,730,33,18005,benigne
24487388,21965613,661,29,18064,benigne
24551115,21962359,1239,31,18196,benigne
23450567,21947654,665,28,18526,benigne
15983322,21962713,600,31,18601,benigne
23784788,21956619,605,28,19838,benigne
55767801,21962712,618,27,22100,benigne
31620481,14993474,737,33,23753,benigne
23568543,21982555,760,28,24404,benigne
23972071,22013983,663,28,18886,benigne
24324109,17113011,673,28,17938,benigne
24471546,21974720,611,31,18036,benigne
23910615,36622545,620,32,18268,benigne
15951528,19436412,616,27,18566,benigne
22983325,14989069,619,33,18556,benigne
36438698,21961379,618,29,19370,benigne
27479059,21967521,603,27,23121,benigne
23678616,21969827,631,30,23859,benigne
23518681,20989307,1360,30,24345,benigne
40421355,17161088,652,27,19183,benigne
24448408,21994106,642,31,18085,benigne
24491269,21964901,626,28,18086,benigne
18645912,21971182,1173,29,18171,benigne
15983905,21948062,1302,31,18623,benigne
36027729,14994029,608,28,18572,benigne
32142077,21218353,615,29,19215,benigne
23547970,21968343,705,26,23138,benigne
23655175,21966185,651,31,23624,benigne
23696411,21964672,583,28,24371,benigne
24458067,17141740,605,27,19528,benigne
24543872,21136943,595,31,18057,benigne
24536491,21962731,589,27,18072,benigne
18849951,14993366,603,30,18300,benigne
16003754,14843495,1144,30,18503,benigne
35057186,21944879,642,28,18535,benigne
48606560,21956852,631,28,19077,benigne
23655662,21964419,741,27,23019,benigne
23692511,21967745,671,31,23674,benigne
24159874,14855315,622,28,24353,benigne
24552175,17162724,672,27,19776,benigne
24479831,20450763,664,30,17993,benigne
32614144,21964673,634,33,18021,benigne
32948139,21955127,597,30,18246,benigne
36259193,19428871,601,29,18535,benigne
24737900,14996681,614,27,18484,benigne
